name,ingredients,name_id
손가네 태종대 개똥쑥생막걸리,태종대개똥쑥추출물,R_265
손가네 태종대 개똥쑥생막걸리,입국,R_265
손가네 태종대 개똥쑥생막걸리,누룩,R_265
손가네 태종대 개똥쑥생막걸리,정제효소,R_265
손가네 태종대 개똥쑥생막걸리,이소말토올리고당,R_265
손가네 태종대 개똥쑥생막걸리,아스파탐,R_265
손가네 태종대 개똥쑥생막걸리,효모,R_265
동백우리쌀생막걸리,정제수,R_266
동백우리쌀생막걸리,쌀,R_266
동백우리쌀생막걸리,소맥분,R_266
동백우리쌀생막걸리,물엿,R_266
동백우리쌀생막걸리,곡자,R_266
동백우리쌀생막걸리,효모,R_266
동백우리쌀생막걸리,조제종국,R_266
동백우리쌀생막걸리,정제효소,R_266
동백우리쌀생막걸리,아스파탐,R_266
다랭이팜 유자 막걸리,정제수,R_267
다랭이팜 유자 막걸리,분도쌀,R_267
다랭이팜 유자 막걸리,친환경유자원액,R_267
다랭이팜 유자 막걸리,혼합제과,R_267
다랭이팜 유자 막걸리,누룩,R_267
황감찰,쌀,R_268
황감찰,찹쌀,R_268
황감찰,누룩,R_268
황감찰,효모,R_268
황감찰,정제수,R_268
양지백주,쌀,R_269
양지백주,누룩,R_269
양지백주,효모,R_269
양지백주,정제수,R_269
우곡생주,쌀,R_270
우곡생주,누룩,R_270
우곡생주,효모,R_270
우곡생주,정제수,R_270
기다림 16,찹쌀,R_271
기다림 16,흑미,R_271
기다림 16,곡자,R_271
기다림 16,정제수,R_271
기다림 25,백미,R_272
기다림 25,찹쌀,R_272
기다림 25,곡자,R_272
기다림 25,정제수,R_272
기다림 34,멥쌀,R_273
기다림 34,찹쌀,R_273
기다림 34,곡자,R_273
기다림 34,정제수,R_273
까메오 막걸리,정제수,R_274
까메오 막걸리,쌀,R_274
까메오 막걸리,효모,R_274
까메오 막걸리,누룩,R_274
까메오 막걸리,과당,R_274
도깨비술 9,멥쌀,R_275
도깨비술 9,누룩,R_275
도깨비술 9,효모,R_275
도깨비술 9,정제수,R_275
도깨비술 7,멥쌀,R_276
도깨비술 7,누룩,R_276
도깨비술 7,효모,R_276
도깨비술 7,정제수,R_276
매실 막걸리,쌀,R_277
매실 막걸리,매실과즙,R_277
방문주 탁주,찹쌀,R_278
방문주 탁주,누룩,R_278
방문주 탁주,정제수,R_278
바랑 탁,찹쌀,R_279
바랑 탁,멥쌀,R_279
바랑 탁,누룩,R_279
바랑 탁,소맥분,R_279
바랑 탁,정제수,R_279
미생 막걸리,쌀,R_280
미생 막걸리,누룩,R_280
미생 막걸리,효모,R_280
미생 막걸리,정제효소,R_280
미생 막걸리,정제수,R_280
문삼이공(moon320) 잣 주,찹쌀,R_281
문삼이공(moon320) 잣 주,멥쌀,R_281
문삼이공(moon320) 잣 주,누룩,R_281
문삼이공(moon320) 잣 주,잣,R_281
문삼이공(moon320) 잣 주,정제수,R_281
병영설성 동동주,쌀,R_282
병영설성 동동주,전분,R_282
병영설성 동동주,효모,R_282
병영설성 동동주,누룩,R_282
병영설성 동동주,정제수,R_282
병영설성 생막걸리,쌀,R_283
병영설성 생막걸리,효모,R_283
병영설성 생막걸리,누룩,R_283
병영설성 생막걸리,정제수,R_283
볼빨간막걸리 10,찹쌀,R_284
볼빨간막걸리 10,누룩,R_284
볼빨간막걸리 10,정제수,R_284
봉하쌀 생막걸리,쌀,R_285
봉하쌀 생막걸리,정제효소,R_285
봉하쌀 생막걸리,효모,R_285
봉하쌀 생막걸리,아스파탐,R_285
봉하쌀 생막걸리,정제수,R_285
산막 생유 막걸리,쌀,R_286
산막 생유 막걸리,소맥분,R_286
산막 생유 막걸리,종국,R_286
산막 생유 막걸리,효모,R_286
산정호수 동정춘막걸리,쌀,R_287
산정호수 동정춘막걸리,누룩,R_287
산정호수 동정춘막걸리,정제수,R_287
삼선,쌀,R_288
삼선,누룩,R_288
삼선,정제수,R_288
생 청주 막걸리,쌀,R_289
생 청주 막걸리,소맥분,R_289
생 청주 막걸리,국,R_289
생 청주 막걸리,조제종국,R_289
생 청주 막걸리,효모,R_289
생 청주 막걸리,물엿,R_289
석탄주 탁주,찹쌀,R_290
석탄주 탁주,누룩,R_290
석탄주 탁주,정제수,R_290
선운산의 아침 복분자 막걸리,복분자,R_291
선운산의 아침 복분자 막걸리,쌀,R_291
선운산의 아침 복분자 막걸리,효모,R_291
선운산의 아침 복분자 막걸리,국,R_291
선운산의 아침 복분자 막걸리,과당,R_291
선운산의 아침 복분자 막걸리,정제수,R_291
설성 만월 막걸리,정제수,R_292
설성 만월 막걸리,쌀,R_292
설성 만월 막걸리,누룩,R_292
설성 만월 막걸리,올리고당,R_292
설하담,멥쌀,R_293
설하담,개량,R_293
설하담,누룩,R_293
설하담,정제수,R_293
성포 생막걸리,쌀,R_294
성포 생막걸리,소맥분,R_294
성포 생막걸리,전분당,R_294
성포 생막걸리,정제수,R_294
성포 생막걸리,무농약,R_294
성포 생막걸리,미나리추출액,R_294
성포 생막걸리,정제효소,R_294
성포 생막걸리,종국,R_294
성포 생막걸리,효모,R_294
성포 생막걸리,아스파탐,R_294
세종대왕어주 탁주,쌀,R_295
세종대왕어주 탁주,누룩,R_295
세종대왕어주 탁주,정제수,R_295
소양강 생 막걸리,백미,R_296
소양강 생 막걸리,소맥분,R_296
소양강 생 막걸리,정제수,R_296
소양강 생 막걸리,팽화미,R_296
소양강 생 막걸리,아스파탐,R_296
소양강 생 막걸리,물엿,R_296
소양강 생 막걸리,정제수,R_296
아이싱 자몽,쌀,R_297
아이싱 자몽,자몽엑기스,R_297
얼떨결에,쌀,R_298
얼떨결에,정제수,R_298
얼떨결에,정제효소,R_298
얼떨결에,효모,R_298
얼떨결에,기타과장,R_298
얼떨결에,곡자,R_298
연천 아주,쌀,R_299
연천 아주,누룩,R_299
연천 아주,정제수,R_299
영일만친구 막걸리,쌀,R_300
영일만친구 막걸리,물엿,R_300
영일만친구 막걸리,우뭇가사리,R_300
영일만친구 막걸리,효모,R_300
영일만친구 막걸리,조제,R_300
영일만친구 막걸리,종국,R_300
영일만친구 막걸리,정제효소제,R_300
영일만친구 막걸리,아스파탐,R_300
오곡 진상주,쌀,R_301
오곡 진상주,밀,R_301
오곡 진상주,보리,R_301
오곡 진상주,옥수수,R_301
오곡 진상주,조,R_301
오매백주,쌀,R_302
오매백주,국,R_302
오매백주,효모,R_302
오매백주,정제수,R_302
가야 프리미엄 막걸리,김해,R_303
가야 프리미엄 막걸리,쌀,R_303
오미자 생막걸리,정제수,R_304
오미자 생막걸리,백미,R_304
오미자 생막걸리,입국,R_304
오미자 생막걸리,올리고당,R_304
오미자 생막걸리,물엿,R_304
오미자 생막걸리,허브,R_304
오미자 생막걸리,오미자,R_304
오미자 생막걸리,정제효소,R_304
오미자 생막걸리,아스파탐,R_304
오산막걸리,쌀,R_305
오산막걸리,국,R_305
오산막걸리,효모,R_305
오산막걸리,정제수,R_305
행운 생유자 동동주,쌀,R_306
행운 생유자 동동주,소맥분,R_306
행운 생유자 동동주,전분당,R_306
행운 생유자 동동주,정제수,R_306
행운 생유자 동동주,유자과즙,R_306
행운 생유자 동동주,치자,R_306
행운 생유자 동동주,정제효소,R_306
행운 생유자 동동주,종국,R_306
행운 생유자 동동주,효모,R_306
행운 생유자 동동주,아스파탐,R_306
율무 동동주,쌀,R_307
율무 동동주,누룩,R_307
율무 동동주,효모,R_307
율무 동동주,연천,R_307
율무 동동주,율무,R_307
율무 동동주,정제수,R_307
이동 생 쌀 막걸리,정제수,R_308
이동 생 쌀 막걸리,백미,R_308
이동 생 쌀 막걸리,팽화미,R_308
이동 생 쌀 막걸리,입국,R_308
이동 생 쌀 막걸리,아스파탐,R_308
만세 보령주,정제수,C_001
만세 보령주,백미,C_001
만세 보령주,찹쌀,C_001
만세 보령주,누록,C_001
대담 15,쌀,C_002
대담 15,전통,C_002
대담 15,누룩,C_002
대담 15,물,C_002
대담 15,대잎,C_002
화전일취18 백화,쌀,C_003
화전일취18 백화,누룩,C_003
화전일취18 백화,정제수,C_003
화전일취18 백화,꽃,C_003
천상문,찹쌀,C_004
천상문,누룩,C_004
천상문,멥쌀,C_004
천상문,들국화,C_004
천상문,메주콩,C_004
천상문,생강,C_004
천상문,홍고추,C_004
감싸주는날,찹쌀,C_005
감싸주는날,맵쌀,C_005
감싸주는날,국화,C_005
감싸주는날,누룩,C_005
감싸주는날,정제수,C_005
감싸주는날,효모,C_005
화전일취 15,찹쌀,C_006
화전일취 15,멥쌀,C_006
화전일취 15,전통누룩,C_006
화전일취 15,정제수,C_006
호산춘,멥쌀,C_007
호산춘,찹쌀,C_007
호산춘,정재수,C_007
호산춘,누룩,C_007
호산춘,솔잎,C_007
호산춘,밀,C_007
청혼 블루,쌀,C_008
청혼 블루,밀누룩,C_008
청혼 블루,국,C_008
청혼 블루,효모,C_008
자자헌주,정제수,C_009
자자헌주,멥쌀,C_009
자자헌주,석이버섯약재추출물,C_009
자자헌주,누룩,C_009
자자헌주,효모,C_009
한산소곡주 생주,멥쌀,C_010
한산소곡주 생주,찹쌀,C_010
한산소곡주 생주,누룩,C_010
한산소곡주 생주,효모,C_010
한산소곡주 생주,정제수,C_010
장보고의 꿈 황칠약주,정제수,C_011
장보고의 꿈 황칠약주,햅쌀,C_011
장보고의 꿈 황칠약주,국,C_011
장보고의 꿈 황칠약주,효모,C_011
일오백화이트,찹쌀,C_012
일오백화이트,백미,C_012
일오백화이트,누룩,C_012
일오백화이트,정제수,C_012
일오백화이트,야국,C_012
일오백화이트,메주콩,C_012
일오백화이트,생강,C_012
일오백화이트,홍고추,C_012
대천바다 금빛,찹쌀,C_013
대천바다 금빛,밀,C_013
대천바다 금빛,누룩,C_013
하타,쌀,C_014
하타,쌀입국,C_014
하타,효모,C_014
하타,정제수,C_014
한청,정제수,C_015
한청,철원오대미,C_015
한청,정제효소제,C_015
한청,효모,C_015
한청,정제주정,C_015
한청,기타과당,C_015
별,올벼찹쌀,C_016
별,누룩,C_016
별,효모,C_016
별,정제수,C_016
복순도가 과하주,쌀,C_017
복순도가 과하주,곡자,C_017
복순도가 과하주,정제수,C_017
과하주 온,찹쌀,C_018
과하주 온,정제수,C_018
과하주 온,누룩,C_018
과하주 온,더덕,C_018
과하주 온,주정,C_018
오마이갓스파클링,정제수,C_019
오마이갓스파클링,목련발효청,C_019
오마이갓스파클링,쌀,C_019
오마이갓스파클링,입국,C_019
오마이갓스파클링,쌀보리,C_019
오마이갓스파클링,고구마,C_019
오마이갓스파클링,누룩,C_019
오마이갓스파클링,효모,C_019
오마이갓스파클링,정제효소,C_019
미나리싱싱주,쌀,C_020
미나리싱싱주,찹쌀,C_020
미나리싱싱주,미나리,C_020
미나리싱싱주,국,C_020
미나리싱싱주,종국,C_020
미나리싱싱주,효모,C_020
미나리싱싱주,과당,C_020
미나리싱싱주,아스파탐,C_020
청혼골드,쌀,C_021
청혼골드,밀누룩,C_021
청혼골드,국,C_021
청혼골드,효모,C_021
청혼골드,증류소주,C_021
담골드,쌀,C_022
담골드,정제수,C_022
담골드,우리밀누룩,C_022
메들리아카시아,꿀,C_023
메들리아카시아,물,C_023
메들리아카시아,효모,C_023
맑은내일 유자,정제수,C_024
맑은내일 유자,쌀,C_024
맑은내일 유자,입국,C_024
맑은내일 유자,쌀,C_024
맑은내일 유자,주정,C_024
맑은내일 유자,유자과즙,C_024
맑은내일 유자,기타과당,C_024
맑은내일 유자,누룩,C_024
맑은내일 유자,밀,C_024
맑은내일 유자,효모,C_024
맑은내일 유자,아밀라아제,C_024
삼양춘 스파클링,정제수,C_025
삼양춘 스파클링,쌀,C_025
삼양춘 스파클링,전통누룩,C_025
삼양춘 스파클링,효모,C_025
삼양춘 스파클링,정제효소제,C_025
느린마을 약주,정제수,C_026
느린마을 약주,쌀,C_026
느린마을 약주,기타과당,C_026
느린마을 약주,설탕,C_026
느린마을 약주,국,C_026
느린마을 약주,곡자,C_026
느린마을 약주,조효소제,C_026
느린마을 약주,정제효소제,C_026
느린마을 약주,건조효모,C_026
서설,쌀,C_027
서설,쌀누룩주정,C_027
서설,설탕,C_027
서설,효모,C_027
서설,정제수,C_027
지란지교 약주,찹쌀멥,C_028
지란지교 약주,쌀,C_028
지란지교 약주,전통누룩,C_028
지란지교 약주,정제수,C_028
지란지교 약주,밀,C_028
주교주,쌀,C_029
주교주,누룩,C_029
주교주,정제수,C_029
주교주,정제효소,C_029
주교주,효모,C_029
일지춘,철원오대쌀,C_030
일지춘,찹쌀,C_030
일지춘,누룩,C_030
일지춘,정제수,C_030
일엽편주,찹쌀,C_031
일엽편주,멥쌀,C_031
일엽편주,누룩,C_031
일엽편주,정제수,C_031
일엽편주,밀,C_031
오 마이 갓,정제수,C_032
오 마이 갓,쌀,C_032
오 마이 갓,입국,C_032
오 마이 갓,전통누룩,C_032
오 마이 갓,백설탕,C_032
오 마이 갓,백목련꽃잎,C_032
오 마이 갓,효모,C_032
복단지 350,쌀,C_033
복단지 350,정제수,C_033
복단지 350,복분자,C_033
복단지 350,누룩,C_033
보리수헤는밤,쌀,C_034
보리수헤는밤,보리수,C_034
보리수헤는밤,매실,C_034
보리수헤는밤,홍국쌀,C_034
보리수헤는밤,누룩밀,C_034
보리수헤는밤,정제효소제,C_034
보리수헤는밤,효모,C_034
보리수헤는밤,설탕,C_034
보리수헤는밤,조제종국,C_034
보리수헤는밤,정제수,C_034
매화깊은밤,쌀,C_035
매화깊은밤,매실,C_035
매화깊은밤,누룩밀,C_035
매화깊은밤,정제효소제,C_035
매화깊은밤,효모,C_035
매화깊은밤,설탕,C_035
매화깊은밤,조제종국,C_035
매화깊은밤,정제수,C_035
고흥유자주 봄에디션,쌀,C_036
고흥유자주 봄에디션,입국,C_036
고흥유자주 봄에디션,누룩,C_036
고흥유자주 봄에디션,유자,C_036
고흥유자주 봄에디션,원당,C_036
맑은내일 운암1945,정제수,C_037
맑은내일 운암1945,쌀,C_037
맑은내일 운암1945,누룩,C_037
맑은내일 운암1945,효소제,C_037
경산대추약주 추,찹쌀,C_038
경산대추약주 추,맵쌀,C_038
경산대추약주 추,누룩,C_038
경산대추약주 추,대추,C_038
이상헌 약주,쌀,C_039
이상헌 약주,쌀,C_039
이상헌 약주,국,C_039
이상헌 약주,정제수,C_039
정고집 나주배 약주 15%,쌀,C_040
정고집 나주배 약주 15%,쌀가루,C_040
정고집 나주배 약주 15%,배착즙액,C_040
정고집 나주배 약주 15%,정제효소제,C_040
정고집 나주배 약주 15%,종국,C_040
정고집 나주배 약주 15%,효모,C_040
정고집 나주배 약주 9%,쌀,C_041
정고집 나주배 약주 9%,쌀가루,C_041
정고집 나주배 약주 9%,배착즙액,C_041
정고집 나주배 약주 9%,정제효소제,C_041
정고집 나주배 약주 9%,종국,C_041
정고집 나주배 약주 9%,효모,C_041
조선주조사,쌀,C_042
조선주조사,입국,C_042
조선주조사,누룩,C_042
조선주조사,주정,C_042
조선주조사,정제수,C_042
하얀연꽃 백련맑은 술,쌀,C_043
하얀연꽃 백련맑은 술,백련잎,C_043
천안연미주,쌀,C_044
산막생대덕주,찹쌀,C_045
산막생대덕주,누룩,C_045
금산인삼주 12.5%,쌀,C_046
금산인삼주 12.5%,인삼,C_046
가야곡왕주,쌀,C_047
가야곡왕주,야생,C_047
가야곡왕주,국화,C_047
가야곡왕주,구기자,C_047
가야곡왕주,오미자,C_047
가야곡왕주,솔잎,C_047
가야곡왕주,매실,C_047
민들레대포,쌀,C_048
민들레대포,누룩,C_048
민들레대포,민들레,C_048
만품 산삼가득,쌀,C_049
만품 산삼가득,국내,C_049
만품 산삼가득,산삼,C_049
황진이주,오미자,C_050
황진이주,산수유,C_050
대통주,쌀,C_051
대통주,매실농축액,C_051
대통주,대나무잎,C_051
해남진양주,찹쌀,C_052
노미,찹쌀,C_053
노미,쌀,C_053
김포예주,쌀,C_054
김포예주,옥전분,C_054
자희향 국화주,쌀,C_055
보성 강하주,찹쌀,C_056
한산소곡주,찹쌀,C_057
한산소곡주,멥쌀,C_057
성읍민속마을 오메기술,좁쌀,C_058
성읍민속마을 오메기술,누룩,C_058
하향주,찹쌀,C_059
솔송주,백미,C_060
솔송주,솔잎,C_060
솔송주,송순,C_060
경주교동법주,찹쌀,C_061
청명주,쌀,C_062
사임주,찹쌀,C_063
사임주,멥쌀,C_063
감사,쌀,C_064
감사,누룩,C_064
감사,정제수,C_064
청양둔송구기주,쌀,C_065
청양둔송구기주,누룩,C_065
청양둔송구기주,구기자,C_065
청양둔송구기주,감초,C_065
청양둔송구기주,두충껍질,C_065
오메기 맑은술,좁쌀,C_066
오메기 맑은술,햅쌀,C_066
오메기 맑은술,정제수,C_066
오메기 맑은술,누룩,C_066
동몽,홍천,C_067
동몽,쌀,C_067
동몽,정제수,C_067
동몽,단호박,C_067
동몽,국,C_067
감사블루,쌀,C_068
감사블루,누룩,C_068
감사블루,효모,C_068
감사블루,정제수,C_068
백련 맑은술,백미,C_069
백련 맑은술,정제수,C_069
백련 맑은술,물엿,C_069
백련 맑은술,과당,C_069
백련 맑은술,누룩,C_069
백련 맑은술,백련잎,C_069
백련 맑은술,누룩,C_069
청명주 750,찹쌀,C_070
청명주 750,누룩,C_070
청명주 750,소맥분,C_070
니모메,백미,C_071
니모메,누룩,C_071
니모메,감귤,C_071
니모메,진피,C_071
니모메,효모,C_071
능이주,쌀,C_072
능이주,능이농축액,C_072
능이주,누룩,C_072
능이주,정제수,C_072
송이주,쌀,C_073
송이주,송이농축액,C_073
송이주,누룩,C_073
송이주,정제수,C_073
밤꽃향기,쌀,C_074
밤꽃향기,밤,C_074
밤꽃향기,누룩,C_074
밤꽃향기,정제수,C_074
청진주,찹쌀,C_075
청진주,누룩,C_075
청진주,정제수,C_075
아황주,찹쌀,C_076
아황주,멥쌀,C_076
아황주,누룩,C_076
아황주,정제수,C_076
미인약주,찹쌀,C_077
미인약주,누룩,C_077
미인약주,정제수,C_077
삼양춘 생약주,강화섬쌀,C_078
삼양춘 생약주,전통누룩,C_078
삼양춘 생약주,정제수,C_078
김포예주 프리미엄,쌀,C_079
김포예주 프리미엄,국,C_079
김포예주 프리미엄,효모,C_079
김포예주 프리미엄,정제수,C_079
김포약주,옥수수,C_080
김포약주,전분,C_080
김포약주,밀,C_080
김포약주,국,C_080
김포약주,효모,C_080
김포약주,효소제,C_080
김포약주,정제수,C_080
김포별주,쌀,C_081
김포별주,옥수수,C_081
김포별주,전분,C_081
김포별주,국,C_081
김포별주,효모,C_081
김포별주,효소제,C_081
김포별주,정제수,C_081
석로주,쌀,C_082
석로주,석이버섯,C_082
석로주,누룩,C_082
석로주,효모,C_082
석로주,정제수,C_082
김포특주,쌀,C_083
김포특주,효모,C_083
김포특주,정제효소,C_083
김포특주,정제수,C_083
김포특주,프락토올리고당,C_083
술아 매화주,찹쌀,C_084
술아 매화주,누룩,C_084
술아 매화주,정제수,C_084
술아 매화주,주정,C_084
술아 매화주,매화꽃,C_084
술아 연화주,찹쌀,C_085
술아 연화주,누룩,C_085
술아 연화주,건조연화꽃,C_085
술아 연화주,증류주,C_085
술아 연화주,정제수,C_085
술아 국화주,찹쌀,C_086
술아 국화주,누룩,C_086
술아 국화주,건조국화꽃,C_086
술아 국화주,증류주,C_086
술아 국화주,정제수,C_086
술아 순곡주,찹쌀,C_087
술아 순곡주,누룩,C_087
술아 순곡주,증류주,C_087
술아 순곡주,정제수,C_087
사시통음주,쌀,C_088
사시통음주,누룩,C_088
사시통음주,밀가루,C_088
천비향 오양주 약주,쌀,C_089
천비향 오양주 약주,누룩,C_089
경성과하주,찹쌀,C_090
경성과하주,누룩,C_090
경성과하주,정제수,C_090
경성과하주,쌀증류원액,C_090
모월 연,쌀,C_091
모월 연,밀누룩,C_091
양촌 우렁이쌀 청주,무농약우렁이찹쌀,C_092
양촌 우렁이쌀 청주,우렁이,C_092
양촌 우렁이쌀 청주,쌀,C_092
양촌 우렁이쌀 청주,정제수,C_092
양촌 우렁이쌀 청주,종국,C_092
양촌 우렁이쌀 청주,효모,C_092
복단지,쌀,C_093
복단지,누룩,C_093
복단지,정제수,C_093
복단지,복분자,C_093
세종대왕어주 약주,쌀,C_094
세종대왕어주 약주,누룩,C_094
세종대왕어주 약주,정제수,C_094
원조소곡주,찹쌀,C_095
원조소곡주,누룩,C_095
유기농이도 14,물,C_096
유기농이도 14,쌀,C_096
유기농이도 14,국,C_096
유기농이도 14,누룩,C_096
삼양춘 청주,정제수,C_097
삼양춘 청주,찹쌀,C_097
삼양춘 청주,맵쌀,C_097
삼양춘 청주,누룩,C_097
풍정사계 춘(春),찹쌀,C_098
풍정사계 춘(春),향온곡,C_098
맑은바당,쌀,C_099
맑은바당,국,C_099
오메기술,쌀,C_100
오메기술,차조,C_100
오메기술,입국,C_100
오메기술,누룩,C_100
오메기술,효모,C_100
오메기술,효소,C_100
오메기술,청호,C_100
오메기술,조릿대,C_100
오메기술,감초,C_100
오메기술,정제수,C_100
동짓달 기나긴 밤,찹쌀,C_101
동짓달 기나긴 밤,맵쌀,C_101
동짓달 기나긴 밤,복분자,C_101
동짓달 기나긴 밤,전통누룩,C_101
동짓달 기나긴 밤,정제수,C_101
복순도가 약주,정제수,C_102
복순도가 약주,쌀,C_102
복순도가 약주,곡자,C_102
지란지교,찹쌀,C_103
지란지교,멥쌀,C_103
지란지교,전통누룩,C_103
지란지교,정제수,C_103
순향주,쌀,C_104
순향주,누룩,C_104
순향주,정제수,C_104
라이스퐁당,정제수,C_105
라이스퐁당,찹쌀,C_105
라이스퐁당,누룩,C_105
라이스퐁당,삼지구엽초,C_105
라이스퐁당,감초,C_105
심술 7,정제수,C_106
심술 7,옥수수전분,C_106
심술 7,기타과당,C_106
심술 7,백설탕,C_106
심술 7,주정,C_106
심술 7,과채가공품,C_106
심술 7,국,C_106
심술 7,활성건조효모,C_106
심술 10,정제수,C_107
심술 10,옥수수전분,C_107
심술 10,기타과당,C_107
심술 10,백설탕,C_107
심술 10,주정,C_107
심술 10,과채가공품,C_107
심술 10,국,C_107
심술 10,활성건조효모,C_107
지리산 강쇠,정제수,C_108
지리산 강쇠,쌀,C_108
지리산 강쇠,누룩,C_108
지리산 강쇠,오가피,C_108
지리산 강쇠,산수유,C_108
지리산 강쇠,오미자,C_108
지리산 강쇠,정백당,C_108
지리산 강쇠,정제효소,C_108
지리산 강쇠,야관문,C_108
여민락주,쌀,C_109
여민락주,누룩,C_109
여민락주,효모,C_109
여민락주,정제수,C_109
그리움,쌀,C_110
그리움,누룩,C_110
그리움,효모,C_110
그리움,정제수,C_110
감자술 13%,백미,C_111
감자술 13%,감자,C_111
감자술 13%,누룩,C_111
감자술 13%,효모,C_111
감자술 13%,정제수,C_111
구기홍주 14,쌀,C_112
구기홍주 14,국,C_112
구기홍주 14,구기자추출액,C_112
구기홍주 14,올리고당,C_112
구기홍주 14,효모,C_112
구기홍주 14,효소,C_112
구기홍주 14,정제수,C_112
기다림 맑은술,멥쌀,C_113
기다림 맑은술,찹쌀,C_113
기다림 맑은술,곡자,C_113
기다림 맑은술,정제수,C_113
녹파주,찹쌀,C_114
녹파주,멥쌀,C_114
녹파주,누룩,C_114
녹파주,정제수,C_114
대윤 가야곡 왕주,쌀,C_115
대윤 가야곡 왕주,누룩,C_115
대윤 가야곡 왕주,효모,C_115
대윤 가야곡 왕주,물엿,C_115
대윤 가야곡 왕주,정제수,C_115
대통대잎술,쌀,C_116
대통대잎술,누룩,C_116
대통대잎술,갈근,C_116
대통대잎술,구기자,C_116
대통대잎술,솔잎,C_116
대통대잎술,진피,C_116
동학 1957,쌀,C_117
동학 1957,효모,C_117
동학 1957,정제효소제,C_117
동학 1957,국,C_117
동학 1957,주정,C_117
동학 1957,정제수,C_117
마주 소곡주,찹쌀,C_118
마주 소곡주,백미,C_118
마주 소곡주,모싯잎,C_118
마주 소곡주,우리밀,C_118
마주 소곡주,누룩,C_118
마주 소곡주,정제수,C_118
마주 소곡주,효모,C_118
맑은 문희주,찹쌀,C_119
맑은 문희주,멥쌀,C_119
맑은 문희주,전통누룩,C_119
맑은 문희주,정제수,C_119
맑은내일 우포,쌀,C_120
맑은내일 우포,옥수수전분,C_120
맑은내일 우포,효모,C_120
맑은내일 우포,누룩,C_120
맑은내일 우포,양파,C_120
맑은내일 우포,정제수,C_120
맑은술 해밀,쌀,C_121
맑은술 해밀,누룩,C_121
맑은술 해밀,정제수,C_121
매실향기 담은 술,쌀,C_122
매실향기 담은 술,효모,C_122
매실향기 담은 술,물엿,C_122
매실향기 담은 술,아스파탐,C_122
매실향기 담은 술,정제수,C_122
면천두견주 360,찹쌀,C_123
면천두견주 360,누룩,C_123
면천두견주 360,진달래꽃,C_123
면천두견주 700,찹쌀,C_124
면천두견주 700,누룩,C_124
면천두견주 700,진달래꽃,C_124
명인 홍삼주,쌀,C_125
명인 홍삼주,홍삼,C_125
명인 홍삼주,누룩,C_125
명인 홍삼주,정제수,C_125
별바랑,찹쌀,C_127
별바랑,멥쌀,C_127
별바랑,누룩,C_127
별바랑,정제수,C_127
방문주 약주,찹쌀,C_128
방문주 약주,누룩,C_128
방문주 약주,정제수,C_128
모을동주 약주,쌀,C_129
모을동주 약주,조제종국,C_129
모을동주 약주,효모,C_129
모을동주 약주,정제효소,C_129
모을동주 약주,정제수,C_129
모든날에,정제수,C_130
모든날에,찹쌀,C_130
모든날에,멥쌀,C_130
모든날에,밀누룩,C_130
서주 16%,백미,C_131
서주 16%,감자,C_131
서주 16%,누룩,C_131
서주 16%,효모,C_131
서주 16%,정제수,C_131
석탄주 약주,찹쌀,C_132
석탄주 약주,누룩,C_132
석탄주 약주,정제수,C_132
설련주,백련,C_133
설련주,찹쌀,C_133
설련주,멥쌀,C_133
설련주,누룩,C_133
세종 오가닉,정제수,C_134
세종 오가닉,백미,C_134
세종 오가닉,국,C_134
세종 오가닉,효모,C_134
세종 오가닉,정제효소,C_134
신선주,쌀,C_135
신선주,능금,C_135
신선주,신선초,C_135
신선주,천궁,C_135
신선주,구기자,C_135
신선주,당귀솔잎,C_135
신선주,대추,C_135
신선주,인삼,C_135
애석,쌀,C_136
애석,누룩,C_136
애석,정제수,C_136
연천 연주,쌀,C_137
연천 연주,누룩,C_137
연천 연주,정제수,C_137
예담은 한산소곡주,찹쌀,C_138
예담은 한산소곡주,멥쌀,C_138
예담은 한산소곡주,누룩,C_138
예담은 한산소곡주,대두,C_138
예담은 한산소곡주,구절초,C_138
예화,쌀,C_139
예화,누룩,C_139
예화,효모,C_139
예화,물엿,C_139
예화,정제수,C_139
레인보우,포도,F_001
레인보우,복숭아,F_001
레인보우,블루베리,F_001
레인보우,아로니아,F_001
레인보우,사과,F_001
레인보우,자두,F_001
레인보우,머루효모,F_001
복숭아와인,복숭아원액,F_002
복숭아와인,설탕,F_002
복숭아와인,효소,F_002
애플린,효모,F_003
애플린,설탕,F_003
애플린,수크랄로스,F_003
딸기 스파클링와인,선신딸기,F_004
딸기 스파클링와인,백설탕,F_004
애플블랑,설탕,F_005
애플블랑,효모,F_005
홍시,정제수,F_006
홍시,감,F_006
홍시,홍시,F_006
홍시,액상과당,F_006
홍시,주정,F_006
홍시,설탕,F_006
홍시,효모,F_006
레돔 레드와인,포도,F_007
산머루주,머루,F_008
산머루주,설탕,F_008
산머루주,효모,F_008
산머루주,주정,F_008
산머루주,정제수,F_008
산머루주,과당,F_008
산머루주,효소처리스테비아,F_008
부안 참뽕주,정제수,F_009
부안 참뽕주,오디,F_009
부안 참뽕주,설탕,F_009
부안 참뽕주,주정,F_009
부안 참뽕주,과당,F_009
부안 참뽕주,효모,F_009
허니문배,사과즙,F_010
허니문배,배즙,F_010
허니문배,정제수,F_010
허니문배,벌꿀,F_010
허니문배,홍차,F_010
허니문배,배향,F_010
프렌치 린넨,사과즙,F_011
